@RELATION CommOps
@ATTRIBUTE text string
@ATTRIBUTE ModalVerbSignal {shall, will, may, might, can, must, could, would, should, requested, please, none}
@ATTRIBUTE ActionVerbSignal {yes, no}
@ATTRIBUTE TypeOfSubject {first, second, third, none}
@ATTRIBUTE NegativeVerbSignal {yes, no}
@ATTRIBUTE presentTenseVerbSignal {yes, no}
@ATTRIBUTE pastTenseVerbSignal {yes, no}
@ATTRIBUTE debtorPresent {yes, no}
@ATTRIBUTE creditorPresent {yes, no}
@ATTRIBUTE delegationSignal {yes, no}
@ATTRIBUTE deadlineSignal {yes, no}
@ATTRIBUTE createCommitmentPresent {yes, no}
@ATTRIBUTE bigramModalSecond {yes, no}
@ATTRIBUTE bigramFirstModal {yes, no}
@ATTRIBUTE bigramPleaseAction {yes, no}
@ATTRIBUTE questionMarkPresent {yes, no}
@ATTRIBUTE class {create, icreate, discharge, cancel, delegate, none}

@DATA
"This is the list of shippers by FT volume contracted.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Dennis gave us all shippers 200dth and above.TK",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Attached are the TW Firm Contracts, sorted by MDQ.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Dennis P.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"LeeETSGas Logistics(713) 853-1715dennis.lee@enron.com",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim,Thank you for your time on Wednesday.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I enjoyed meeting you and appreciated the discussion regarding pipeline economics.I was thinking about the capacity you sold in 2003 on an Index to Index basis.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"On the attached diagram, the boxes colored black represent my understanding of your current position (you are locked-in to $1.00/MMBtu for the Calif.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Border Index minus San Juan Index but exposed to San Juan Basin gas prices for the fuel required to deliver 20,000 MMBtu/d to the Calif.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Border).",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"You can easily lock-in your cost of fuel gas as shown by the swap colored in red.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I believe that you did this capacity trade when gas prices were higher, therefore you could fix your fuel cost at todays lower prices and earn a higher margin on your capacity sale than originally expected.",could,yes,second,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"The decision to unwind the Index to Index hedge that you did with ENA is a tougher call.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"The unwind would be accomplished by the swap colored blue.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Which do you prefer: 1. $1.00/MMBtu or 2. $0.40 + (Calif.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Border minus San Juan Indices) per MMBtu ?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Unwinding at $0.60/MMBtu, you must believe that Calif. Border Index minus San Juan Index will be greater than $0.60/MMBtu.",must,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"I am not very familar with those pricing points so I can not give an educated opinion.Anyway, I hope that this is useful.",can,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Talk to you later.Paul",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"FYI---------------------- Forwarded by Paul Cherry/GPGFIN/Enron on 09/27/2001 06:54 PM ---------------------------   	  From:  Paul Cherry                           09/27/2001 06:50 PM			To:	michaelt@calpine.comcc:	Lorraine Lindberg/Enron@EnronXGate Subject:	Letter of Credit $ 5,500,000 in support of Transwestern Pipeline Red Rock ExpansionMichael,In reference to our conversation of today, Perfomance Bond language will be forwarded for our review as a possible alternative in support of the subject project.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Also it is our understanding that Kemper Insurance would be the proposed issuer of the bond.My telephone number is 713-853-6409 and Fax number is 713-646-3368.Thanks.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I am pleased to announce that the Enron Board has elected Paula Rieker as corporate secretary, effective immediately.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"She will replace Rebecca Carter, who has served in that role since 1999.",will,yes,third,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Paula will have dual reporting responsibility to me and to Jim Derrick, executive vice president and general counsel.Paula joined Enron in 1990 and has experience in a variety of functions, including assistant treasurer for Enron Corp., vice president and chief financial officer of Enron Global Power & Pipelines, and vice president of Financial Initiatives in Accounting.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Most recently, she has been managing director of Investor Relations, where she has worked for the past four years.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Paula will continue in a dual role with IR through mid-October.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Paula has a bachelors degree in finance from Texas A&M University, and she is a Certified Public Accountant.Rebecca has been with the company for 11 years and served in a variety of capacities.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I want to thank Rebecca for her many years of service to Enron.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"I am sorry she has decided to leave, but am grateful she will stay on through the end of January to ensure a smooth transition of her duties.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Please join me in congratulating Paula on her new responsibilities and in wishing Rebecca well in her future endeavors.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kimberly, I have accepted a position with Enron Industrial Markets, so the new contact for the TW DP/DA is Ben Asante and Kimberly Carter.ThanksKim Kouri",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Kimberly, I have accepted a position with Enron Industrial Markets, so the new contact for the TW DP/DA is Ben Asante and Kimberly Carter.ThanksKim Kouri",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"FYI, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Here is the file of TW rates that will be posted on the EBB under Informational POstings, Rates on Monday.The only change is the footnotes at the end where ACA is .0021 instead of .0022.You may want to forward this to the TW Marketers in Houston.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I dont have a distribution list for them.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thought you could use this...Craig",could,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"The following note is from Kim Watson:Please review the attached proposal for Pemex (MGI) for firm transportation on Transwestern.Please forward all comments back to Steve Harris.",please,no,third,no,yes,no,yes,yes,no,no,no,no,no,no,no,create
"We would like to send this out today, so your prompt attention would be appreciated.",would,yes,first,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,create
"I am on vacation until October 8 and Mark will not return to the office until October 1.",will,no,first,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Steve, once all comments have been incorporated, please forward to Jorge at Pemex at his email address of jrojas@gas.pemex.comPlease feel free to call me on my cell phone to discuss (713-416-5059)Thanks, Kim << File: Pemex Letter 09-27-01 TW Proposal.doc >> Audrey D.",please,yes,second,no,yes,no,yes,yes,no,no,no,no,no,yes,no,icreate
"RobertsonTranswestern Pipeline Company email address:  audrey.robertson@enron.com(713) 853-5849(713) 646-2551 Fax",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"It seems as though this needs to specifically indicate, if they release the capacity only receive the rate provided for herein.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"No rollover rights and rate provisions must be within min and max-   Mary Kay",must,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"FYI--Kim stated she intended to send this to you as well as Teb however I dont see your name on the distribution and so Im forwarding it to you in the event no one else did.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"gh",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Attached is the September issue of Gas Flows which addresses natural gas prices & demand and Canadian supply.Rita HartfieldPhone:  713-853-5854Fax:  713-646-4702Cell:  713-504-5428Rita.Hartfield@enron.com",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"FYI, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Attached is the Transwestern Capacity Release Report that lists all capacity release transactions for the period effective 10/1/2001.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Please be advised that currently there are no releases in effect after October 31, 2001.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Additionally, there were no new releases that exceeded the max tariff rate.If you have any questions, please feel free to contact me.TW Schedulers - Could you please forward this email and the Sept 2001 TW Capacity Release report to Chris Miller (I wasnt sure which one to select from in the Outlook address list)?",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,yes,none
"<< File: TW1001P.XLS >> Thanks,Elizabeth",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Elizabeth,We have two new Marketing Reps in our department, please add Mark McConnell and Paul YBarbo to your distribution list.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Many thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"David or Paul Finally able to get to site. Would you print out a copy for Jim Williams.",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Theses are the Latest Standards for measurement, give me a call if Questions.ThanksEarl Chanley505-625-8031",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Ladies,The Holiday Shopping Card is a wonderful holiday tradition.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"The card entitles the holder to a 20% discount from November 1-November 11 at a range of stores throughout town such as Berings, Macys, Events, Harold Powell, Banana Republic, Tootsies, JoAnns, Williams Sonoma, Pottery Barn, Richards Liquors, Childrens Collection, Talbots Kids, Zainy Brainy and many, many more.The cards are available for $60.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"The entire $60 goes to the American Cancer Society and is tax-deductible.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Checks and credit cards are accepted.Please contact Kimberly Nelson at x33580 if youd like to purchase a Holiday Card and start your holiday shopping early and benefit a great cause at the same time.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Effective September 1, 2001 Koch Midstream Services Company assigned their OBA 21859 to MiVida/Richardson Gas Treating, L.P.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"CBS has been updated to reflect the change.Please call me if you have any questions or need additional information.Dennis P.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"LeeETSGas Logistics(713) 853-1715dennis.lee@enron.com",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"TW received $125,448.39 from Burlington in payment of their shipper imbalances.good job by Tracey in following up on this payment",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Tracy, keep up the good work.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"We appreciate you staying on top of Burlingtons	business.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Thanks.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Lynn",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Steve,  FYI, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Tracy,Great job!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"We appreciate your persistence in helping to close the gap on these shipper imbalances!",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"Many thanks,Kim :>)",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Attached is a Tentative Business Agenda for the TW Customer mtg. please give me feedback on any changes you would like for me to make.Thanks,Ava-3-5842",please,yes,second,no,yes,no,yes,yes,no,no,no,no,no,yes,no,icreate
"Williams Launches uE Web Site For Cross Commodity Pricing Tulsa-based Williams on Monday launched uE, a cross-commodity price index for both spot and future energy prices, as a companion to its web-based EnergyNewsLive.com.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Similar to the Dow Jones for equity markets, the Williams uE will offer an equivalent benchmark for the overall price of energy, measuring the price average of eight individual commodities: electricity, natural gas, unleaded gasoline, heating oil, ethane, propane, residual fuel and jet fuel.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"The site includes information on pricing trends including a national spot uE, forward uE, regional uE, commodity quotes, as well as daily, weekly and monthly commentary.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Included on the site is EnergyPulse, which will feature Dr.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Dennis OBrien, director of energy and policy at the University of Oklahoma.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"EnergyPulse now airs every Friday on Williams EnergyNewsLive site, and offers an analysis of trends in energy pricing and the impact the economy has on energy.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Williams uE was introduced a year ago when EnergyNewsLive debuted, and Williams said it has tested and refined the site for the companys own market activity.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"It also has been reviewed by the Energy Information Administration, said Williams.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"To view the site, visit www.williams-ue.com.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Gary you are correct in your assesment that we can avoid electrical power demand charges if we shut down during power utilities pear power period.",can,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"However, in discussions prior to finalizing this contract, I got the impression that a decision had been made that we MUST shut the unit down during peak demand periods or the econimics of the project did not come out.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
